location	index	char_normalized_location	char_normalized	char_valid?_location	char_normalization_score_location	word_normalized_location	word_normalized	word_valid?_location	word_normalization_score_location	phrase_normalized_location	phrase_normalized	phrase_valid?_location	phrase_normalization_score_location	overall_normalization_score_location	normalized_location	normalized	curator_review
Hackett et al. (1985). J. Immunol. 135(2): 1391-94. [PMID:2409149}	16809	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	Y	pass	7	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	N	pass	0	['1985', '135', '2', '1391', '94', '2409149']	Y	fail	65	65	135	N	
Hackett et al. (1985). J. Immunol. 135(2): 1391-94. [PMID:2409149}	16809	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	Y	pass	7	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	N	pass	0	['1985', '135', '2', '1391', '94', '2409149']	Y	fail	65	65	2	N	
Hackett et al. (1985). J. Immunol. 135(2): 1391-94. [PMID:2409149}	16809	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	Y	pass	7	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	N	pass	0	['1985', '135', '2', '1391', '94', '2409149']	Y	fail	65	65	1391	N	
Hackett et al. (1985). J. Immunol. 135(2): 1391-94. [PMID:2409149}	16809	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	Y	pass	7	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	N	pass	0	['1985', '135', '2', '1391', '94', '2409149']	Y	fail	65	65	94	N	
Hackett et al. (1985). J. Immunol. 135(2): 1391-94. [PMID:2409149}	16809	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	Y	pass	7	hackett et al. (1985). j. immunol. 135(2): 1391-94. [pmid:2409149}	N	pass	0	['1985', '135', '2', '1391', '94', '2409149']	Y	fail	65	65	2409149	N	
Harris et al Int Imm 1996	16810	harris et al int imm 1996	Y	pass	3	harris et al int imm 1996	N	pass	0	['1996']	Y	fail	25	25	1996	N	
HE 176	16811	he 176	Y	pass	2	he 176	N	pass	0	['176']	Y	fail	6	6	176	N	
Huerta et al. (2001). Vaccine 20:262-6 [PMID: 11567772]	238067	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	Y	pass	6	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	N	pass	0	['2001', '20', '262', '6', '11567772']	Y	fail	54	54	2001	N	
Huerta et al. (2001). Vaccine 20:262-6 [PMID: 11567772]	238067	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	Y	pass	6	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	N	pass	0	['2001', '20', '262', '6', '11567772']	Y	fail	54	54	20	N	
Huerta et al. (2001). Vaccine 20:262-6 [PMID: 11567772]	238067	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	Y	pass	6	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	N	pass	0	['2001', '20', '262', '6', '11567772']	Y	fail	54	54	262	N	
Huerta et al. (2001). Vaccine 20:262-6 [PMID: 11567772]	238067	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	Y	pass	6	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	N	pass	0	['2001', '20', '262', '6', '11567772']	Y	fail	54	54	6	N	
Huerta et al. (2001). Vaccine 20:262-6 [PMID: 11567772]	238067	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	Y	pass	6	huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]	N	pass	0	['2001', '20', '262', '6', '11567772']	Y	fail	54	54	11567772	N	
Infect Immun 2002;70:6860-6870.	238072	infect immun 2002;70:6860-6870.	Y	pass	2	infect immun 2002;70:6860-6870.	N	pass	0	['2002', '70', '6860', '6870']	Y	fail	31	31	2002	N	
Infect Immun 2002;70:6860-6870.	238072	infect immun 2002;70:6860-6870.	Y	pass	2	infect immun 2002;70:6860-6870.	N	pass	0	['2002', '70', '6860', '6870']	Y	fail	31	31	70	N	
Infect Immun 2002;70:6860-6870.	238072	infect immun 2002;70:6860-6870.	Y	pass	2	infect immun 2002;70:6860-6870.	N	pass	0	['2002', '70', '6860', '6870']	Y	fail	31	31	6860	N	
Infect Immun 2002;70:6860-6870.	238072	infect immun 2002;70:6860-6870.	Y	pass	2	infect immun 2002;70:6860-6870.	N	pass	0	['2002', '70', '6860', '6870']	Y	fail	31	31	6870	N	
Inferred from Materials and Methods, and GenBank: AYN25353.1	238074	inferred from materials and methods, and genbank: ayn25353.1	Y	pass	8	inferred from materials and methods, and genbank: ayn25353.1	N	pass	0	['inferred from materials', 'methods', '1']	Y	fail	59	59	inferred from materials	Y	
Inferred from Materials and Methods, and GenBank: AYN25353.1	238074	inferred from materials and methods, and genbank: ayn25353.1	Y	pass	8	inferred from materials and methods, and genbank: ayn25353.1	N	pass	0	['inferred from materials', 'methods', '1']	Y	fail	59	59	methods	Y	
Inferred from Materials and Methods, and GenBank: AYN25353.1	238074	inferred from materials and methods, and genbank: ayn25353.1	Y	pass	8	inferred from materials and methods, and genbank: ayn25353.1	N	pass	0	['inferred from materials', 'methods', '1']	Y	fail	59	59	1	N	
Int. Immunol. 1995;7:559-566	238076	int. immunol. 1995;7:559-566	Y	pass	2	int. immunol. 1995;7:559-566	N	pass	0	['1995', '7', '559', '566']	Y	fail	27	27	1995	N	
Int. Immunol. 1995;7:559-566	238076	int. immunol. 1995;7:559-566	Y	pass	2	int. immunol. 1995;7:559-566	N	pass	0	['1995', '7', '559', '566']	Y	fail	27	27	7	N	
Int. Immunol. 1995;7:559-566	238076	int. immunol. 1995;7:559-566	Y	pass	2	int. immunol. 1995;7:559-566	N	pass	0	['1995', '7', '559', '566']	Y	fail	27	27	559	N	
Int. Immunol. 1995;7:559-566	238076	int. immunol. 1995;7:559-566	Y	pass	2	int. immunol. 1995;7:559-566	N	pass	0	['1995', '7', '559', '566']	Y	fail	27	27	566	N	
Introduction, Scheme 1	238115	introduction, scheme 1	Y	pass	2	introduction, scheme 1	N	pass	0	['introduction', '1']	Y	fail	21	21	introduction	Y	
Introduction, Scheme 1	238115	introduction, scheme 1	Y	pass	2	introduction, scheme 1	N	pass	0	['introduction', '1']	Y	fail	21	21	1	N	
J Biol Chem 2005;280:11247.	238117	j biol chem 2005;280:11247.	Y	pass	3	j biol chem 2005;280:11247.	N	pass	0	['2005', '280', '11247']	Y	fail	27	27	2005	N	
J Biol Chem 2005;280:11247.	238117	j biol chem 2005;280:11247.	Y	pass	3	j biol chem 2005;280:11247.	N	pass	0	['2005', '280', '11247']	Y	fail	27	27	280	N	
J Biol Chem 2005;280:11247.	238117	j biol chem 2005;280:11247.	Y	pass	3	j biol chem 2005;280:11247.	N	pass	0	['2005', '280', '11247']	Y	fail	27	27	11247	N	
J Exp Med 1989;170:383	238118	j exp med 1989;170:383	Y	pass	3	j exp med 1989;170:383	N	pass	0	['1989', '170', '383']	Y	fail	22	22	1989	N	
J Exp Med 1989;170:383	238118	j exp med 1989;170:383	Y	pass	3	j exp med 1989;170:383	N	pass	0	['1989', '170', '383']	Y	fail	22	22	170	N	
J Exp Med 1989;170:383	238118	j exp med 1989;170:383	Y	pass	3	j exp med 1989;170:383	N	pass	0	['1989', '170', '383']	Y	fail	22	22	383	N	
J Exp Med; 179:1297-1305	238119	j exp med; 179:1297-1305	Y	pass	3	j exp med; 179:1297-1305	N	pass	0	['j exp med', '179', '1297', '1305']	Y	fail	24	24	j exp med	N	
J Exp Med; 179:1297-1305	238119	j exp med; 179:1297-1305	Y	pass	3	j exp med; 179:1297-1305	N	pass	0	['j exp med', '179', '1297', '1305']	Y	fail	24	24	179	N	
J Exp Med; 179:1297-1305	238119	j exp med; 179:1297-1305	Y	pass	3	j exp med; 179:1297-1305	N	pass	0	['j exp med', '179', '1297', '1305']	Y	fail	24	24	1297	N	
J Exp Med; 179:1297-1305	238119	j exp med; 179:1297-1305	Y	pass	3	j exp med; 179:1297-1305	N	pass	0	['j exp med', '179', '1297', '1305']	Y	fail	24	24	1305	N	
J Gen Virol. 2000, 81:2707-13	238120	j gen virol. 2000, 81:2707-13	Y	pass	3	j gen virol. 2000, 81:2707-13	N	pass	0	['2000', '81', '2707', '13']	Y	fail	29	29	2000	N	
J Gen Virol. 2000, 81:2707-13	238120	j gen virol. 2000, 81:2707-13	Y	pass	3	j gen virol. 2000, 81:2707-13	N	pass	0	['2000', '81', '2707', '13']	Y	fail	29	29	81	N	
J Gen Virol. 2000, 81:2707-13	238120	j gen virol. 2000, 81:2707-13	Y	pass	3	j gen virol. 2000, 81:2707-13	N	pass	0	['2000', '81', '2707', '13']	Y	fail	29	29	2707	N	
J Gen Virol. 2000, 81:2707-13	238120	j gen virol. 2000, 81:2707-13	Y	pass	3	j gen virol. 2000, 81:2707-13	N	pass	0	['2000', '81', '2707', '13']	Y	fail	29	29	13	N	
J Immunol  1992;149:2729-2735.	238121	j immunol 1992;149:2729-2735.	Y	pass	3	j immunol 1992;149:2729-2735.	N	pass	0	['1992', '149', '2729', '2735']	Y	fail	29	30	1992	N	
J Immunol  1992;149:2729-2735.	238121	j immunol 1992;149:2729-2735.	Y	pass	3	j immunol 1992;149:2729-2735.	N	pass	0	['1992', '149', '2729', '2735']	Y	fail	29	30	149	N	
J Immunol  1992;149:2729-2735.	238121	j immunol 1992;149:2729-2735.	Y	pass	3	j immunol 1992;149:2729-2735.	N	pass	0	['1992', '149', '2729', '2735']	Y	fail	29	30	2729	N	
J Immunol  1992;149:2729-2735.	238121	j immunol 1992;149:2729-2735.	Y	pass	3	j immunol 1992;149:2729-2735.	N	pass	0	['1992', '149', '2729', '2735']	Y	fail	29	30	2735	N	
J Immunol 1991;147:2706-2712 [PMID: 1717575].	238122	j immunol 1991;147:2706-2712 [pmid: 1717575].	Y	pass	6	j immunol 1991;147:2706-2712 [pmid: 1717575].	N	pass	0	['1991', '147', '2706', '2712', '1717575']	Y	fail	45	45	1991	N	
J Immunol 1991;147:2706-2712 [PMID: 1717575].	238122	j immunol 1991;147:2706-2712 [pmid: 1717575].	Y	pass	6	j immunol 1991;147:2706-2712 [pmid: 1717575].	N	pass	0	['1991', '147', '2706', '2712', '1717575']	Y	fail	45	45	147	N	
J Immunol 1991;147:2706-2712 [PMID: 1717575].	238122	j immunol 1991;147:2706-2712 [pmid: 1717575].	Y	pass	6	j immunol 1991;147:2706-2712 [pmid: 1717575].	N	pass	0	['1991', '147', '2706', '2712', '1717575']	Y	fail	45	45	2706	N	
J Immunol 1991;147:2706-2712 [PMID: 1717575].	238122	j immunol 1991;147:2706-2712 [pmid: 1717575].	Y	pass	6	j immunol 1991;147:2706-2712 [pmid: 1717575].	N	pass	0	['1991', '147', '2706', '2712', '1717575']	Y	fail	45	45	2712	N	
J Immunol 1991;147:2706-2712 [PMID: 1717575].	238122	j immunol 1991;147:2706-2712 [pmid: 1717575].	Y	pass	6	j immunol 1991;147:2706-2712 [pmid: 1717575].	N	pass	0	['1991', '147', '2706', '2712', '1717575']	Y	fail	45	45	1717575	N	
J Immunol 1992;149:2729-2735.	238123	j immunol 1992;149:2729-2735.	Y	pass	2	j immunol 1992;149:2729-2735.	N	pass	0	['1992', '149', '2729', '2735']	Y	fail	29	29	1992	N	
J Immunol 1992;149:2729-2735.	238123	j immunol 1992;149:2729-2735.	Y	pass	2	j immunol 1992;149:2729-2735.	N	pass	0	['1992', '149', '2729', '2735']	Y	fail	29	29	149	N	
J Immunol 1992;149:2729-2735.	238123	j immunol 1992;149:2729-2735.	Y	pass	2	j immunol 1992;149:2729-2735.	N	pass	0	['1992', '149', '2729', '2735']	Y	fail	29	29	2729	N	
J Immunol 1992;149:2729-2735.	238123	j immunol 1992;149:2729-2735.	Y	pass	2	j immunol 1992;149:2729-2735.	N	pass	0	['1992', '149', '2729', '2735']	Y	fail	29	29	2735	N	
J Immunol 1993;151(2):890-899.	238124	j immunol 1993;151(2):890-899.	Y	pass	2	j immunol 1993;151(2):890-899.	N	pass	0	['1993', '151', '2', '890', '899']	Y	fail	29	29	1993	N	
J Immunol 1993;151(2):890-899.	238124	j immunol 1993;151(2):890-899.	Y	pass	2	j immunol 1993;151(2):890-899.	N	pass	0	['1993', '151', '2', '890', '899']	Y	fail	29	29	151	N	
J Immunol 1993;151(2):890-899.	238124	j immunol 1993;151(2):890-899.	Y	pass	2	j immunol 1993;151(2):890-899.	N	pass	0	['1993', '151', '2', '890', '899']	Y	fail	29	29	2	N	
J Immunol 1993;151(2):890-899.	238124	j immunol 1993;151(2):890-899.	Y	pass	2	j immunol 1993;151(2):890-899.	N	pass	0	['1993', '151', '2', '890', '899']	Y	fail	29	29	890	N	
J Immunol 1993;151(2):890-899.	238124	j immunol 1993;151(2):890-899.	Y	pass	2	j immunol 1993;151(2):890-899.	N	pass	0	['1993', '151', '2', '890', '899']	Y	fail	29	29	899	N	
J Virol 1987;61:3688.	238125	j virol 1987;61:3688.	Y	pass	2	j virol 1987;61:3688.	N	pass	0	['1987', '61', '3688']	Y	fail	21	21	1987	N	
J Virol 1987;61:3688.	238125	j virol 1987;61:3688.	Y	pass	2	j virol 1987;61:3688.	N	pass	0	['1987', '61', '3688']	Y	fail	21	21	61	N	
J Virol 1987;61:3688.	238125	j virol 1987;61:3688.	Y	pass	2	j virol 1987;61:3688.	N	pass	0	['1987', '61', '3688']	Y	fail	21	21	3688	N	
J Virol 2001;75:4268-4275 [PMID:11287576].	238126	j virol 2001;75:4268-4275 [pmid:11287576].	Y	pass	6	j virol 2001;75:4268-4275 [pmid:11287576].	N	pass	0	['2001', '75', '4268', '4275', '11287576']	Y	fail	42	42	2001	N	
J Virol 2001;75:4268-4275 [PMID:11287576].	238126	j virol 2001;75:4268-4275 [pmid:11287576].	Y	pass	6	j virol 2001;75:4268-4275 [pmid:11287576].	N	pass	0	['2001', '75', '4268', '4275', '11287576']	Y	fail	42	42	75	N	
J Virol 2001;75:4268-4275 [PMID:11287576].	238126	j virol 2001;75:4268-4275 [pmid:11287576].	Y	pass	6	j virol 2001;75:4268-4275 [pmid:11287576].	N	pass	0	['2001', '75', '4268', '4275', '11287576']	Y	fail	42	42	4268	N	
J Virol 2001;75:4268-4275 [PMID:11287576].	238126	j virol 2001;75:4268-4275 [pmid:11287576].	Y	pass	6	j virol 2001;75:4268-4275 [pmid:11287576].	N	pass	0	['2001', '75', '4268', '4275', '11287576']	Y	fail	42	42	4275	N	
J Virol 2001;75:4268-4275 [PMID:11287576].	238126	j virol 2001;75:4268-4275 [pmid:11287576].	Y	pass	6	j virol 2001;75:4268-4275 [pmid:11287576].	N	pass	0	['2001', '75', '4268', '4275', '11287576']	Y	fail	42	42	11287576	N	
J Virol 2004:78:13975-13986 [PMID:15564505].	238127	j virol 2004:78:13975-13986 [pmid:15564505].	Y	pass	6	j virol 2004:78:13975-13986 [pmid:15564505].	N	pass	0	['2004', '78', '13975', '13986', '15564505']	Y	fail	44	44	2004	N	
J Virol 2004:78:13975-13986 [PMID:15564505].	238127	j virol 2004:78:13975-13986 [pmid:15564505].	Y	pass	6	j virol 2004:78:13975-13986 [pmid:15564505].	N	pass	0	['2004', '78', '13975', '13986', '15564505']	Y	fail	44	44	78	N	
J Virol 2004:78:13975-13986 [PMID:15564505].	238127	j virol 2004:78:13975-13986 [pmid:15564505].	Y	pass	6	j virol 2004:78:13975-13986 [pmid:15564505].	N	pass	0	['2004', '78', '13975', '13986', '15564505']	Y	fail	44	44	13975	N	
J Virol 2004:78:13975-13986 [PMID:15564505].	238127	j virol 2004:78:13975-13986 [pmid:15564505].	Y	pass	6	j virol 2004:78:13975-13986 [pmid:15564505].	N	pass	0	['2004', '78', '13975', '13986', '15564505']	Y	fail	44	44	13986	N	
J Virol 2004:78:13975-13986 [PMID:15564505].	238127	j virol 2004:78:13975-13986 [pmid:15564505].	Y	pass	6	j virol 2004:78:13975-13986 [pmid:15564505].	N	pass	0	['2004', '78', '13975', '13986', '15564505']	Y	fail	44	44	15564505	N	
J. Gen. Virol. 82:191-199	238128	j. gen. virol. 82:191-199	Y	pass	3	j. gen. virol. 82:191-199	N	pass	0	['82', '191', '199']	Y	fail	25	25	82	N	
J. Gen. Virol. 82:191-199	238128	j. gen. virol. 82:191-199	Y	pass	3	j. gen. virol. 82:191-199	N	pass	0	['82', '191', '199']	Y	fail	25	25	191	N	
J. Gen. Virol. 82:191-199	238128	j. gen. virol. 82:191-199	Y	pass	3	j. gen. virol. 82:191-199	N	pass	0	['82', '191', '199']	Y	fail	25	25	199	N	
Jason 2023 June	238129	jason 2023 june	Y	pass	2	jason 2023 june	N	pass	0	['2023']	Y	fail	15	15	2023	N	
jasontest 12/16/22	238131	jasontest 12/16/22	N	pass	0	jasontest 12/16/22	N	pass	0	['12', '16', '22']	Y	fail	18	18	12	N	
jasontest 12/16/22	238131	jasontest 12/16/22	N	pass	0	jasontest 12/16/22	N	pass	0	['12', '16', '22']	Y	fail	18	18	16	N	
jasontest 12/16/22	238131	jasontest 12/16/22	N	pass	0	jasontest 12/16/22	N	pass	0	['12', '16', '22']	Y	fail	18	18	22	N	
jasontester 10/11/19	238133	jasontester 10/11/19	N	pass	0	jasontester 10/11/19	N	pass	0	['10', '11', '19']	Y	fail	20	20	10	N	
jasontester 10/11/19	238133	jasontester 10/11/19	N	pass	0	jasontester 10/11/19	N	pass	0	['10', '11', '19']	Y	fail	20	20	11	N	
jasontester 10/11/19	238133	jasontester 10/11/19	N	pass	0	jasontester 10/11/19	N	pass	0	['10', '11', '19']	Y	fail	20	20	19	N	
june30 2023 test	238135	june30 2023 test	N	pass	0	june30 2023 test	N	pass	0	['2023']	Y	fail	16	16	2023	N	
Kar et al (2000)	238136	kar et al (2000)	Y	pass	1	kar et al (2000)	N	pass	0	['2000']	Y	fail	16	16	2000	N	
Khan et al. J Inf Dis 2002;185:1025.	238139	khan et al. j inf dis 2002;185:1025.	Y	pass	4	khan et al. j inf dis 2002;185:1025.	N	pass	0	['2002', '185', '1025']	Y	fail	36	36	2002	N	
Khan et al. J Inf Dis 2002;185:1025.	238139	khan et al. j inf dis 2002;185:1025.	Y	pass	4	khan et al. j inf dis 2002;185:1025.	N	pass	0	['2002', '185', '1025']	Y	fail	36	36	185	N	
Khan et al. J Inf Dis 2002;185:1025.	238139	khan et al. j inf dis 2002;185:1025.	Y	pass	4	khan et al. j inf dis 2002;185:1025.	N	pass	0	['2002', '185', '1025']	Y	fail	36	36	1025	N	
Khanim et al. (1997). J Gen Virol 78: 2987-99. [PMID: 9367386]	238140	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	Y	pass	8	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	N	pass	0	['1997', '78', '2987', '99', '9367386']	Y	fail	62	62	1997	N	
Khanim et al. (1997). J Gen Virol 78: 2987-99. [PMID: 9367386]	238140	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	Y	pass	8	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	N	pass	0	['1997', '78', '2987', '99', '9367386']	Y	fail	62	62	78	N	
Khanim et al. (1997). J Gen Virol 78: 2987-99. [PMID: 9367386]	238140	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	Y	pass	8	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	N	pass	0	['1997', '78', '2987', '99', '9367386']	Y	fail	62	62	2987	N	
Khanim et al. (1997). J Gen Virol 78: 2987-99. [PMID: 9367386]	238140	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	Y	pass	8	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	N	pass	0	['1997', '78', '2987', '99', '9367386']	Y	fail	62	62	99	N	
Khanim et al. (1997). J Gen Virol 78: 2987-99. [PMID: 9367386]	238140	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	Y	pass	8	khanim et al. (1997). j gen virol 78: 2987-99. [pmid: 9367386]	N	pass	0	['1997', '78', '2987', '99', '9367386']	Y	fail	62	62	9367386	N	
Khudyakov et al., 1999; Tam et al., 1991	238141	khudyakov et al., 1999; tam et al., 1991	Y	pass	2	khudyakov et al., 1999; tam et al., 1991	N	pass	0	['khudyakov et al.', '1999', 'tam et al.', '1991']	Y	fail	40	40	khudyakov et al.	N	
Khudyakov et al., 1999; Tam et al., 1991	238141	khudyakov et al., 1999; tam et al., 1991	Y	pass	2	khudyakov et al., 1999; tam et al., 1991	N	pass	0	['khudyakov et al.', '1999', 'tam et al.', '1991']	Y	fail	40	40	1999	N	
Khudyakov et al., 1999; Tam et al., 1991	238141	khudyakov et al., 1999; tam et al., 1991	Y	pass	2	khudyakov et al., 1999; tam et al., 1991	N	pass	0	['khudyakov et al.', '1999', 'tam et al.', '1991']	Y	fail	40	40	tam et al.	N	
Khudyakov et al., 1999; Tam et al., 1991	238141	khudyakov et al., 1999; tam et al., 1991	Y	pass	2	khudyakov et al., 1999; tam et al., 1991	N	pass	0	['khudyakov et al.', '1999', 'tam et al.', '1991']	Y	fail	40	40	1991	N	
Lal et al., J. Biol. Chem. 1987	238143	lal et al., j. biol. chem. 1987	Y	pass	4	lal et al., j. biol. chem. 1987	N	pass	0	['lal et al.', '1987']	Y	fail	31	31	lal et al.	N	
Lal et al., J. Biol. Chem. 1987	238143	lal et al., j. biol. chem. 1987	Y	pass	4	lal et al., j. biol. chem. 1987	N	pass	0	['lal et al.', '1987']	Y	fail	31	31	1987	N	
Lambert et al., J. Virology, 1990	238144	lambert et al., j. virology, 1990	Y	pass	3	lambert et al., j. virology, 1990	N	pass	0	['lambert et al.', 'j virology', '1990']	Y	fail	33	33	lambert et al.	N	
Lambert et al., J. Virology, 1990	238144	lambert et al., j. virology, 1990	Y	pass	3	lambert et al., j. virology, 1990	N	pass	0	['lambert et al.', 'j virology', '1990']	Y	fail	33	33	j virology	N	
Lambert et al., J. Virology, 1990	238144	lambert et al., j. virology, 1990	Y	pass	3	lambert et al., j. virology, 1990	N	pass	0	['lambert et al.', 'j virology', '1990']	Y	fail	33	33	1990	N	
Leclerc et al J. Imm (1991)	238145	leclerc et al j. imm (1991)	Y	pass	3	leclerc et al j. imm (1991)	N	pass	0	['1991']	Y	fail	27	27	1991	N	
Lopez et al (1994)	238151	lopez et al (1994)	Y	pass	1	lopez et al (1994)	N	pass	0	['1994']	Y	fail	18	18	1994	N	
M 1	238153	m 1	Y	pass	1	m 1	N	pass	0	['1']	Y	fail	2	2	1	N	
M 101	238154	m 101	Y	pass	1	m 101	N	pass	0	['101']	Y	fail	5	5	101	N	
M 106	238155	m 106	Y	pass	1	m 106	N	pass	0	['106']	Y	fail	5	5	106	N	
M 11	238156	m 11	Y	pass	1	m 11	N	pass	0	['11']	Y	fail	4	4	11	N	
M 111	238157	m 111	Y	pass	1	m 111	N	pass	0	['111']	Y	fail	5	5	111	N	
M 116	238158	m 116	Y	pass	1	m 116	N	pass	0	['116']	Y	fail	5	5	116	N	
M 121	238159	m 121	Y	pass	1	m 121	N	pass	0	['121']	Y	fail	5	5	121	N	
M 126	238160	m 126	Y	pass	1	m 126	N	pass	0	['126']	Y	fail	5	5	126	N	
M 131	238161	m 131	Y	pass	1	m 131	N	pass	0	['131']	Y	fail	5	5	131	N	
M 136	238162	m 136	Y	pass	1	m 136	N	pass	0	['136']	Y	fail	5	5	136	N	
M 141	238163	m 141	Y	pass	1	m 141	N	pass	0	['141']	Y	fail	5	5	141	N	
M 146	238164	m 146	Y	pass	1	m 146	N	pass	0	['146']	Y	fail	5	5	146	N	
M 151	238165	m 151	Y	pass	1	m 151	N	pass	0	['151']	Y	fail	5	5	151	N	
M 156	238166	m 156	Y	pass	1	m 156	N	pass	0	['156']	Y	fail	5	5	156	N	
M 16	238167	m 16	Y	pass	1	m 16	N	pass	0	['16']	Y	fail	4	4	16	N	
M 161	238168	m 161	Y	pass	1	m 161	N	pass	0	['161']	Y	fail	5	5	161	N	
M 166	238169	m 166	Y	pass	1	m 166	N	pass	0	['166']	Y	fail	5	5	166	N	
M 171	238170	m 171	Y	pass	1	m 171	N	pass	0	['171']	Y	fail	5	5	171	N	
M 176	238171	m 176	Y	pass	1	m 176	N	pass	0	['176']	Y	fail	5	5	176	N	
M 181	238172	m 181	Y	pass	1	m 181	N	pass	0	['181']	Y	fail	5	5	181	N	
M 186	238173	m 186	Y	pass	1	m 186	N	pass	0	['186']	Y	fail	5	5	186	N	
M 191	238174	m 191	Y	pass	1	m 191	N	pass	0	['191']	Y	fail	5	5	191	N	
M 196	238175	m 196	Y	pass	1	m 196	N	pass	0	['196']	Y	fail	5	5	196	N	
M 201	238176	m 201	Y	pass	1	m 201	N	pass	0	['201']	Y	fail	5	5	201	N	
M 206	238177	m 206	Y	pass	1	m 206	N	pass	0	['206']	Y	fail	5	5	206	N	
M 21	238178	m 21	Y	pass	1	m 21	N	pass	0	['21']	Y	fail	4	4	21	N	
M 211	238179	m 211	Y	pass	1	m 211	N	pass	0	['211']	Y	fail	5	5	211	N	
M 212	238180	m 212	Y	pass	1	m 212	N	pass	0	['212']	Y	fail	5	5	212	N	
M 216	238181	m 216	Y	pass	1	m 216	N	pass	0	['216']	Y	fail	5	5	216	N	
M 26	238182	m 26	Y	pass	1	m 26	N	pass	0	['26']	Y	fail	4	4	26	N	
M 31	238183	m 31	Y	pass	1	m 31	N	pass	0	['31']	Y	fail	4	4	31	N	
M 36	238184	m 36	Y	pass	1	m 36	N	pass	0	['36']	Y	fail	4	4	36	N	
M 41	238185	m 41	Y	pass	1	m 41	N	pass	0	['41']	Y	fail	4	4	41	N	
M 46	238186	m 46	Y	pass	1	m 46	N	pass	0	['46']	Y	fail	4	4	46	N	
M 51	238187	m 51	Y	pass	1	m 51	N	pass	0	['51']	Y	fail	4	4	51	N	
M 56	238188	m 56	Y	pass	1	m 56	N	pass	0	['56']	Y	fail	4	4	56	N	
M 6	238189	m 6	Y	pass	1	m 6	N	pass	0	['6']	Y	fail	2	2	6	N	
M 61	238190	m 61	Y	pass	1	m 61	N	pass	0	['61']	Y	fail	4	4	61	N	
M 66	238191	m 66	Y	pass	1	m 66	N	pass	0	['66']	Y	fail	4	4	66	N	
M 71	238192	m 71	Y	pass	1	m 71	N	pass	0	['71']	Y	fail	4	4	71	N	
M 76	238193	m 76	Y	pass	1	m 76	N	pass	0	['76']	Y	fail	4	4	76	N	
M 81	238194	m 81	Y	pass	1	m 81	N	pass	0	['81']	Y	fail	4	4	81	N	
M 86	238195	m 86	Y	pass	1	m 86	N	pass	0	['86']	Y	fail	4	4	86	N	
M 91	238196	m 91	Y	pass	1	m 91	N	pass	0	['91']	Y	fail	4	4	91	N	
M 96	238197	m 96	Y	pass	1	m 96	N	pass	0	['96']	Y	fail	4	4	96	N	
Martin, et al., Vaccine, 23: 2121-2131, 2005.	238201	martin, et al., vaccine, 23: 2121-2131, 2005.	Y	pass	2	martin, et al., vaccine, 23: 2121-2131, 2005.	N	pass	0	['martin', 'et al.', 'vaccine', '23', '2121', '2131', '2005']	Y	fail	45	45	martin	N	
Martin, et al., Vaccine, 23: 2121-2131, 2005.	238201	martin, et al., vaccine, 23: 2121-2131, 2005.	Y	pass	2	martin, et al., vaccine, 23: 2121-2131, 2005.	N	pass	0	['martin', 'et al.', 'vaccine', '23', '2121', '2131', '2005']	Y	fail	45	45	et al.	N	
Martin, et al., Vaccine, 23: 2121-2131, 2005.	238201	martin, et al., vaccine, 23: 2121-2131, 2005.	Y	pass	2	martin, et al., vaccine, 23: 2121-2131, 2005.	N	pass	0	['martin', 'et al.', 'vaccine', '23', '2121', '2131', '2005']	Y	fail	45	45	vaccine	N	
