index	invalid_word	pdb_plausible?	context	occurrences	replace_with	remove	invalidate	allow
1980	2uzi	Y	'figure 5 and pdb 2uzi', 'table 1, supplementary table 1, figures 4, 5, supplementary figure 5 and pdb 2uzi', 'table 1, supplementary table 1, figure 4, 5, supplementary figure 5 and pdb 2uzi'	2				
1981	2xra	Y	'figure 5 and pdb 2xra', 'table 1, figures 1, 2, 3, 4, 5, 6 and pdb 2xra', 'table 1, figure 1, 2, 3, 4, 5, 6 and pdb 2xra'	2				
1982	3b2v	Y	'figure 5 and pdb 3b2u and 3b2v', 'table 1, figure 3 and pdb 3b2v'	2				
1983	3b2u	Y	'figure 5 and pdb 3b2u and 3b2v', 'table 1, figures 3, 4, 5, 7 and pdb 3b2u'	2				
1984	3etb	Y	'figure 5 and pdb 3etb', 'table 1, figures 4, 5 and pdb 3etb', 'table 1, figure 4, 5 and pdb 3etb'	2				
1985	3j69	Y	'figure 5 and pdb 3j69'	2				
1986	3j6a	Y	'figure 5 and pdb 3j6a'	2				
1987	3k3q	Y	'figure 5 and pdb 3k3q', 'figure 5, table 2 and pdb 3k3q'	2				
1988	3l9r	Y	'figure 5 and pdb 3l9r', 'table i, figures 1, 2, 3, 4, s1, 2, 3, 4, 5 and pdb 3l9r', 'table i, figures 1, 2, 3,4, s1, s2, s3. s4, s5 and pdb 3l9r', 'table 1, f1gures 1, 2, 3, 4, s1, 2, 3, 4, 5 and pdb 3l9r', 'table 1, f1gure 1, 2, 3,4, s1, s2, s3. s4, s5 and pdb 3l9r', 'table i, figure 1, 2, 3, 4, s1, 2, 3, 4, 5 and pdb 3l9r'	3				
1989	3skj	Y	'figure 5 and pdb 3skj', 'figures 5, 7, table 3 and pdb 3skj'	2				
1990	4ag4	Y	'figure 5 and pdb 4ag4', 'table 1, figures 3, 5 and pdb 4ag4', 'table 1, figure 3, 5 and pdb 4ag4'	2				
1991	4hf5	Y	'figure 5 and pdb 4hf5', 'table 1, figures 4, 5, 7, supplementary figure 3 and pdb 4hf5', 'table 1, figure 4, 5, 7, supplementary figure 3 and pdb 4hf5'	2				
1992	4k3j	Y	'figure 5 and pdb 4k3j', 'figures 4, 5, s5, table s1 and pdb 4k3j', 'figure 4, 5, s5, table s1 and pdb 4k3j'	2				
1993	5b71	Y	'figure 5 and pdb 5b71', 'figure 5, supplementary figure 2, supplementary table 1 and pdb 5b71'	2				
1994	6wn4	Y	'figure 5 and pdb 6wn4'	1				
1995	7uja	Y	'figure 5 and pdb 7uja', 'figure 5, s4, table s8 and pdb 7uja'	3				
1996	supplementaray	N	'figure 5 and supplementaray figure 6 and supplementaray table 4', 'figure 5 and supplementaray table 4'	2				
1997	7yhk	Y	'figure 5 and supplementary figure 8, supplementary table 4, and pdb 7yhk'	2				
1998	tabls	N	'figure 5 and supplementary tabls s2, s3 and s4', 'figure 5 and supplementary tabls s2, s3, s4, s5 and s6', 'figures 3, s3, tabls s1 s2, s4 and pdb 7s07', 'figures 3, s3, tabls s1 s2, s4 and pdb 7s1b', 'tabls s1 and pdb 3ma9', 'figure 3, s3, tabls s1 s2, s4 and pdb 7s07', 'figure 3, s3, tabls s1 s2, s4 and pdb 7s1b'	5				
1999	supprting	N	'figure 5 and supprting figure s4', 'figure 5 and supprting figures s4 and s5', 'figure 5 and supprting figures s4, s6, and s7', 'figure 5 and supprting figure s4 and s5', 'figure 5 and supprting figure s4, s6, and s7'	3				
2000	6cql	Y	'figure 5, 6, s10, s11, tables s3, s4 and pdb 6cql', 'table s3 and pdb 6cql', 'figure 5, 6, s10, s11, table s3, s4 and pdb 6cql'	2				
2001	7zr9	Y	'figure 5, 6, s3, s4, table s3b and pdb 7zr9'	2				
2002	6v3j	Y	'figure 5, 6, supplementary table 2 and pdb 6v3j'	1				
2003	5u72	Y	'figure 5, 7, supplementary figure 7, supplementary tables 5, 8 and pdb 5u72', 'figures 5, 7, suppplementary figure 7, supplementary tables 5, 8 and pdb 5u72', 'figure 5, 7, supplementary figure 7, supplementary table 5, 8 and pdb 5u72', 'figures 5, 7, suppplementary figure 7, supplementary table 5, 8 and pdb 5u72'	2				
2004	8fg0	Y	'figure 5, ev5, appendix table s6 and pdb 8fg0'	1				
2005	ev5	N	'figure 5, ev5, appendix table s6 and pdb 8fg0', 'figure 6 and ev5', 'figure ev5 and dataset ev1', 'figures 3 and ev5', 'figure 3 and ev5'	4				
2006	6xbk	Y	'figure 5, extended data figure 2d, supplementary figures 7, 8, supplementary table 1 and pdb 6xbk', 'pdb 6xbm, 6xbj, 6xbk, 6xbl', 'figure 5, extended data figure 2d, supplementary figure 7, 8, supplementary table 1 and pdb 6xbk'	2				
2007	7rp2	Y	'figure 5, extended data figure 3, table s3 and pdb 7rp2', 'pdb 7rp2, 7rp3 and 7mdp'	2				
2008	7rp3	Y	'figure 5, extended data figure 3, table s3 and pdb 7rp3', 'pdb 7rp2, 7rp3 and 7mdp'	2				
2009	7jwb	Y	'figure 5, extended data figure 6, supplementary figure 10 and supplementary table 7 and pdb 7jwb'	2				
2010	7wr8	Y	'figure 5, extended data figure 9, table s4 and pdb 7wr8'	2				
2011	7wrl	Y	'figure 5, extended data figure 9, table s4 and pdb 7wrl'	2				
2012	7wro	Y	'figure 5, extended data figure 9, table s4 and pdb 7wro'	2				
2013	7wrz	Y	'figure 5, extended data figure 9, table s4 and pdb 7wrz'	2				
2014	7x6a	Y	'figure 5, extended data figure 9, table s4 and pdb 7x6a'	2				
2015	6oro	Y	'figure 5, extended data figures 2, 5, extended data table 1 and pdb 6oro', 'figure 5, extended data figure 2, 5, extended data table 1 and pdb 6oro'	2				
2016	6orp	Y	'figure 5, extended data figures 2, 5, extended data table 1 and pdb 6orp'	2				
2017	6orq	Y	'figure 5, extended data figures 2, 5, extended data table 1 and pdb 6orq', 'figure 5, extended data figure 2, 5, extended data table 1 and pdb 6orq'	2				
2018	7xs8	Y	'figure 5, extended data figures 5, 8 and pdb 7xs8'	2				
2019	7xsa	Y	'figure 5, extended data figures 5, 8 and pdb 7xsa', 'figure 5, extended data figure 5, 8 and pdb 7xsa'	2				
2020	7xsb	Y	'figure 5, extended data figures 5, 8 and pdb 7xsb'	2				
2021	7xsc	Y	'figure 5, extended data figures 5, 8 and pdb 7xsc', 'figure 5, extended data figure 5, 8 and pdb 7xsc'	2				
2022	6zdh	Y	'figure 5, extended data figures 6, 7, 8, supplementary figure 1, table 2 and pdb 6zdh', 'figure 5, extended data figure 6, 7, 8, supplementary figure 1, table 2 and pdb 6zdh'	1				
2023	5wob	Y	'figure 5, figure 5 figure supplement 1, figure 7, figure 7 figure supplement 1 and pdb 5wob', 'pdb 5wob, 4m1c and 5cjo'	2				
2024	supplement1	N	'figure 5, figure 5 figure supplement1 and pdb 4m1c'	1				
2025	4m1c	Y	'figure 5, figure 5 figure supplement1 and pdb 4m1c', 'pdb 5wob, 4m1c and 5cjo'	3				
2026	s15	N	'figure 5, figure s15', 'figure 6, supplementary figures s2, s3, s4, s5, s11, s13, s14, s15', 'figure s15 and table s1', 'figure s15 and table s4', 'figure s4-p,table s15', 'figures 1, 2, 4, 5, s2, s6, s7, s8, s11, s15, tables s1, s2, s3, s4, s12, s13 and pdb 3ngb', 'figures 1, 4, 5, s1, s13, s14, s15, s21 and s23'	54				
2027	6dbg	Y	'figure 5, pdb 6dbg, and pdb 6dbf', 'figure 5, table ii, pdb 6dbg'	2				
2028	6dbf	Y	'figure 5, pdb 6dbg, and pdb 6dbf', 'figure 5, table ii, pdb 6dbf', 'figure 5, table 2, pdb 6dbf'	2				
2029	8ee5	Y	'figure 5, s3, s4, table s4, s5 and pdb 8ee5'	2				
2030	8eee	Y	'figure 5, s3, s4, table s4, s5 and pdb 8eee'	2				
2031	7lq7	Y	'figure 5, s3, table s2 and pdb 7lq7'	2				
2032	7nd6	Y	'figure 5, s5, table s6 and pdb 7nd6', 'pdb 7bej, 7bek and 7nd6'	2				
2033	5w08	Y	'figure 5, s6, table s3 and pdb 5w08'	2				
2034	5w0d	Y	'figure 5, s6, table s3 and pdb 5w0d'	2				
2035	6co3	Y	'figure 5, s7, s8, tables s2, s3 and pdb 6co3', 'figure 5, s7, s8, table s2, s3 and pdb 6co3'	1				
2036	5fv1	Y	'figure 5, si figure 1, si table 1 and pdb 5fv1'	2				
2037	5fv2	Y	'figure 5, si figure 1, si table 1 and pdb 5fv2'	2				
2038	6z9v	Y	'figure 5, supplemental figure 3, supplemental table 1 and pdb 6z9v'	1				
2039	6z9w	Y	'figure 5, supplemental figure 3, supplemental table 1 and pdb 6z9w'	1				
2040	6z9x	Y	'figure 5, supplemental figure 3,supplemental table 1 and pdb 6z9x'	1				
2041	6gg0	Y	'figure 5, supplemental figure 4 and pdb 6gg0'	2				
2042	6j7w	Y	'figure 5, supplemental table 3 and pdb 6j7w'	2				
2043	5dwu	Y	'figure 5, supplemental table 6 and pdb 5dwu'	2				
2044	5i8o	Y	'figure 5, supplementary data figure 4, table 1 and pdb 5i8o'	1				
2045	3gb7	Y	'figure 5, supplementary figure 1, table 1 and pdb 3gb7', 'pdb 3gb7 and 3iga'	2				
2046	3iga	Y	'figure 5, supplementary figure 1, table 1 and pdb 3iga', 'pdb 3gb7 and 3iga'	2				
2047	7jwg	Y	'figure 5, supplementary figure 2, supplementary table 2 and pdb 7jwg'	2				
2048	4ww2	Y	'figure 5, supplementary figure 4, supplemental table 1 and pdb 4ww2', 'figure 5, supplementary figure 4, supplementary tables 1, 2 and pdb 4ww2', 'figure 5, supplementary figure 4, supplementary table 1, 2 and pdb 4ww2'	2				
2049	4wwk	Y	'figure 5, supplementary figure 4, supplemental table 1 and pdb 4wwk', 'figure 5, supplementary figure 4, supplementary tables 1, 3 and pdb 4wwk', 'figure 5, supplementary figure 4, supplementary table 1, 3 and pdb 4wwk'	2				
2050	7xcp	Y	'figure 5, supplementary figure 5, 10, supplementary table 1 and pdb 7xcp'	2				
2051	5d96	Y	'figure 5, supplementary figure 5, supplementary table 1 and pdb 5d96'	2				
2052	6mnq	Y	'figure 5, supplementary figure 5, supplementary table 2 and pdb 6mnq'	1				
2053	6mnr	Y	'figure 5, supplementary figure 5, supplementary table 2 and pdb 6mnr'	1				
2054	6mns	Y	'figure 5, supplementary figure 5, supplementary table 2 and pdb 6mns'	1				
2055	7l0l	Y	'figure 5, supplementary figure 5, supplementary table 2 and pdb 7l0l'	2				
2056	7mfg	Y	'figure 5, supplementary figure 5, supplementary table 2 and pdb 7mfg'	2				
2057	7e23	Y	'figure 5, supplementary figure 7, supplementary table 3 and pdb 7e23'	2				
2058	8esa	Y	'figure 5, supplementary figure 7, table 1 and pdb 8esa'	1				
2059	4jkw	Y	'figure 5, supplementary figure 8, supplementary table 2 and pdb 4jkw'	1				
2060	8esb	Y	'figure 5, supplementary figure 8, table 1 and pdb 8esb'	1				
2061	6wm9	Y	'figure 5, supplementary figure s8, supplementary tables s2, s3 and pdb 6wm9', 'figure 5, supplementary figure s8, supplementary table s2, s3 and pdb 6wm9'	2				
2062	6wn1	Y	'figure 5, supplementary figure s8, supplementary tables s2, s3 and pdb 6wn1', 'figure 5, supplementary figure s8, supplementary table s2, s3 and pdb 6wn1'	2				
2063	6wno	Y	'figure 5, supplementary figure s8, supplementary tables s2, s3 and pdb 6wno', 'figure 5, supplementary figure s8, supplementary table s2, s3 and pdb 6wno'	2				
2064	6woz	Y	'figure 5, supplementary figure s8, supplementary tables s2, s3 and pdb 6woz', 'figure 5, supplementary figure s8, supplementary table s2, s3 and pdb 6woz'	2				
2065	6wtu	Y	'figure 5, supplementary figure s8, supplementary tables s2, s3 and pdb 6wtu', 'figure 5, supplementary figure s8, supplementary table s2, s3 and pdb 6wtu'	2				
2066	6wtv	Y	'figure 5, supplementary figure s8, supplementary tables s2, s3 and pdb 6wtv', 'figure 5, supplementary figure s8, supplementary table s2, s3 and pdb 6wtv'	2				
2067	6wty	Y	'figure 5, supplementary figure s8, supplementary tables s2, s3 and pdb 6wty', 'figure 5, supplementary figure s8, supplementary table s2, s3 and pdb 6wty'	2				
2068	7w9e	Y	'figure 5, supplementary figures 1, 5, supplementary table 1 and pdb 7w9e', 'pdb 7w9e and 7w9f', 'figure 5, supplementary figure 1, 5, supplementary table 1 and pdb 7w9e'	2				
2069	7w9f	Y	'figure 5, supplementary figures 1, 5, supplementary tables 1, 4, 5 and pdb 7w9f', 'pdb 7w9e and 7w9f', 'figure 5, supplementary figure 1, 5, supplementary table 1, 4, 5 and pdb 7w9f'	2				
2070	7dcc	Y	'figure 5, supplementary figures 11, 12, supplementary tables 1, 3 and pdb 7dcc', 'pdb 7dd2, 7dcc, 7ddn, 7dd8 and supplementary table 3', 'figure 5, supplementary figure 11, 12, supplementary table 1, 3 and pdb 7dcc'	2				
2071	7dcx	Y	'figure 5, supplementary figures 11, 12, supplementary tables 1, 3 and pdb 7dcx'	1				
2072	7dd2	Y	'figure 5, supplementary figures 11, 12, supplementary tables 1, 3 and pdb 7dd2', 'pdb 7dd2, 7dcc, 7ddn, 7dd8 and supplementary table 3', 'figure 5, supplementary figure 11, 12, supplementary table 1, 3 and pdb 7dd2'	2				
2073	7dd8	Y	'figure 5, supplementary figures 11, 12, supplementary tables 1, 3 and pdb 7dd8', 'pdb 7dd2, 7dcc, 7ddn, 7dd8 and supplementary table 3', 'figure 5, supplementary figures 11, 12, supplementary table 1, 3 and pdb 7dd8'	2				
2074	7xd2	Y	'figure 5, supplementary figures 13, 16, 17, supplementary table 7 and pdb 7xd2', 'figure 5, supplementary figure 13, 16, 17, supplementary table 7 and pdb 7xd2'	2				
2075	8h08	Y	'figure 5, supplementary figures 14, 16, 17, supplementary table 7 and pdb 8h08', 'figure 5, supplementary figure 14, 16, 17, supplementary table 7 and pdb 8h08'	2				
2076	6wik	Y	'figure 5, supplementary figures 3, 4, supplementary table 1 and pdb 6wik', 'pdb 6vyh and 6wik', 'figure 5, supplementary figure 3, 4, supplementary table 1 and pdb 6wik'	2				
2077	7cwn	Y	'figure 5, supplementary figures 5, 6, 7, 8, table s1 and pdb 7cwn', 'figure 5, supplementary figures 5, 6, 7, 8, table s1, s2 and pdb 7cwn', 'pdb 7cwm, 7cwn, 7cwl, 7cwo and table s2', 'figure 5, supplementary figure 5, 6, 7, 8, table s1 and pdb 7cwn', 'figure 5, supplementary figure 5, 6, 7, 8, table s1, s2 and pdb 7cwn'	4				
2078	7wcd	Y	'figure 5, supplementary figures 6, 7, 8, 9, table 2, supplementary table 3 and pdb 7wcd', 'figure 5, supplementary figure 6, 7, 8, 9, table 2, supplementary table 3 and pdb 7wcd'	2				
2079	6aj9	Y	'figure 5, supplementary figures 9, 10, 11, 12, supplementary tables 1, 3 and pdb 6aj9', 'figure 5, supplementary figures 9, 11, 12, supplementary tables 1, 4 and pdb 6aj9', 'figure 5, supplementary figure 9, 10, 11, 12, supplementary table 1, 3 and pdb 6aj9', 'figure 5, supplementary figure 9, 11, 12, supplementary table 1, 4 and pdb 6aj9'	3				
2080	5d9q	Y	'figure 5, supplementary figures s8, s9 and pdb 5d9q', 'figure 5, supplementary figure s8, s9 and pdb 5d9q'	2				
2081	5kzc	Y	'figure 5, supplementary figures s8, s9, supplementary table s7 and pdb 5kzc', 'figure 5, supplementary figure s8, s9, supplementary table s7 and pdb 5kzc'	2				
2082	3rug	Y	'figure 5, supplementary table 1 and pdb 3rug', 'figures 5, 6, 7, supplementary tables 1, 2 and pdb 3rug', 'figure 5, 6, 7, supplementary table 1, 2 and pdb 3rug'	2				
2083	5epm	Y	'figure 5, supplementary table 1 and pdb 5epm'	2				
2084	5o14	Y	'figure 5, supplementary table 1 and pdb 5o14', 'figures 2, 4, 5, 7, table 2, supplementary table 1 and pdb 5o14', 'figure 2, 4, 5, 7, table 2, supplementary table 1 and pdb 5o14'	2				
2085	6nm6	Y	'figure 5, supplementary table 1 and pdb 6nm6', 'figure 5, supplementary table 1, supplementary figure 9 and pdb 6nm6', 'pdb 6nm6, 6nnf and 6nnj'	5				
2086	6nnf	Y	'figure 5, supplementary table 1 and pdb 6nnf', 'figure 5, supplementary table 1, supplementary figure 9 and pdb 6nnf', 'pdb 6nm6, 6nnf and 6nnj'	4				
2087	6wzy	Y	'figure 5, supplementary table 1 and pdb 6wzy'	1				
2088	6x00	Y	'figure 5, supplementary table 1 and pdb 6x00'	1				
2089	6h3t	Y	'figure 5, supplementary table 1, pdb 6h3t', 'figure 5, supplementary table 1, supplementary figure 1, pdb 6h3t'	2				
2090	6h3u	Y	'figure 5, supplementary table 1, pdb 6h3u', 'figure 5, supplementary table 1, supplementary figure 1, pdb 6h3u'	2				
2091	2c7u	Y	'figure 5, supplementary table 2 and pdb 2c7u'	1				
2092	6oe5	Y	'figure 5, supplementary table 2 and pdb 6oe5', 'pdb 6oe4 and 6oe5'	3				
2093	6v2o	Y	'figure 5, supplementary table 2 and pdb 6v2o'	1				
2094	6v2p	Y	'figure 5, supplementary table 2 and pdb 6v2p'	1				
2095	6v2q	Y	'figure 5, supplementary table 2 and pdb 6v2q'	1				
2096	7e7e	Y	'figure 5, supplementary table 2 and pdb 7e7e'	2				
2097	6e63	Y	'figure 5, supplementary table 2, pdb 6e63', 'figure 5, supplementary tables 1 and 2, pdb 6e63', 'figure 5, supplementary table 1 and 2, pdb 6e63'	2				
2098	3giv	Y	'figure 5, supplementary table 3 and pdb 3giv'	1				
2099	6mu8	Y	'figure 5, supplementary table 4 and pdb 6mu8', 'pdb 6mtn, 6mu6, 6mu7, 6mu8, 6mtj'	2				
2100	6muf	Y	'figure 5, supplementary table 4 and pdb 6muf', 'pdb 6muf, 6mu6', 'pdb 6muf, 6mug'	3				
2101	6mug	Y	'figure 5, supplementary table 4 and pdb 6mug', 'pdb 6muf, 6mug'	2				
2102	6o3j	Y	'figure 5, supplementary table 7 and pdb 6o3j'	1				
2103	7um3	Y	'figure 5, supplementary table s3 and pdb 7um3'	1				
2104	3qxd	Y	'figure 5, supplementary table s3, supplementary figures s7, s8, s9, s10 and pdb 3qxd', 'materials and methods and pdb 3qxa and 3qxd', 'figure 5, supplementary table s3, supplementary figure s7, s8, s9, s10 and pdb 3qxd'	2				
2105	3qxa	Y	'figure 5, supplementary table s3, supplementary figures s8, s9, s10 and pdb 3qxa', 'materials and methods and pdb 3qxa and 3qxd', 'figure 5, supplementary table s3, supplementary figure s8, s9, s10 and pdb 3qxa'	2				
2106	6b3d	Y	'figure 5, supplementary tables 3, 4 and pdb 6b3d', 'figure 5, supplementary table 3, 4 and pdb 6b3d'	1				
2107	5fxc	Y	'figure 5, supporting information and pdb 5fxc'	1				
2108	3eba	Y	'figure 5, table 1 and pdb 3eba'	2				
2109	4x7f	Y	'figure 5, table 1 and pdb 4x7f'	2				
2110	5hm1	Y	'figure 5, table 1 and pdb 5hm1'	1				
2111	5kwg	Y	'figure 5, table 1 and pdb 5kwg'	2				
2112	7d30	Y	'figure 5, table 1 and pdb 7d30'	2				
2113	7yow	Y	'figure 5, table 1 and pdb 7yow'	2				
2114	8i5h	Y	'figure 5, table 1 and pdb 8i5h'	2				
2115	8i5i	Y	'figure 5, table 1 and pdb 8i5i'	2				
2116	5gmq	Y	'figure 5, table 1, supplemental table 3 and pdb 5gmq'	2				
2117	3mls	Y	'figure 5, table 1, supplementary figure 8, supplementary table 1b and pdb 3mls'	1				
2118	6b3m	Y	'figure 5, table 2 and pdb 6b3m'	2				
2119	6z2m	Y	'figure 5, table 2 and pdb 6z2m'	2				
2120	web	N	'figure 5, table 2 and web table 1', 'figures 2, 3, 5, tables 1, 2, web tables 1, 2 and pdb 1fo0', 'figures 3 and 5, table 2 and web table 1', 'figure 3 and 5, table 2 and web table 1', 'figure 2, 3, 5, table 1, 2, web table 1, 2 and pdb 1fo0'	4				
2121	7eh5	Y	'figure 5, table 2, extended data figure 4, and pdb 7eh5'	2				
2122	6w2b	Y	'figure 5, table 5 and pdb 6w2b'	1				
2123	6w2c	Y	'figure 5, table 5 and pdb 6w2c'	1				
2124	7mle	Y	'figure 5, table 5, supplementary figure 4, and pdb 7mle'	1				
2125	7uc5	Y	'figure 5, table 5, supplementary figure 4, and pdb 7uc5'	1				
2126	6ilg	Y	'figure 5, table i and pdb 6ilg'	1				
2127	7n0u	Y	'figure 5, table i and pdb 7n0u', 'f1gure 5, table 1 and pdb 7n0u'	2				
2128	7n0v	Y	'figure 5, table i and pdb 7n0v'	2				
2129	5yd4	Y	'figure 5, table i, supplementary tables s1, s2, s3, supplementary figure s1, s5 and pdb 5yd4', 'f1gure 5, table 1, supplementary tables s1, s2, s3, supplementary f1gure s1, s5 and pdb 5yd4', 'figure 5, table i, supplementary table s1, s2, s3, supplementary figure s1, s5 and pdb 5yd4'	1				
2130	5yd5	Y	'figure 5, table i, supplementary tables s1, s2, s3, supplementary figure s1, s5 and pdb 5yd5', 'f1gure 5, table 1, supplementary tables s1, s2, s3, supplementary f1gure s1, s5 and pdb 5yd5', 'figure 5, table i, supplementary table s1, s2, s3, supplementary figure s1, s5 and pdb 5yd5'	1				
2131	1mck	Y	'figure 5, table ii and pdb 1mck', 'figure 5, table 2 and pdb 1mck'	1				
2132	6bnk	Y	'figure 5, table s1 and 6bnk', 'figures 5, s1, s2, tables s1, s3 and pdb 6bnk', 'figure 5, s1, s2, table s1, s3 and pdb 6bnk'	2				
2133	4pje	Y	'figure 5, table s1 and pdb 4pje'	1				
2134	4pjf	Y	'figure 5, table s1 and pdb 4pjf'	1				
2135	4pjg	Y	'figure 5, table s1 and pdb 4pjg'	1				
2136	4pjh	Y	'figure 5, table s1 and pdb 4pjh'	1				
2137	4pji	Y	'figure 5, table s1 and pdb 4pji'	1				
2138	4pjx	Y	'figure 5, table s1 and pdb 4pjx'	1				
2139	5owp	Y	'figure 5, table s1 and pdb 5owp'	1				
2140	5t5n	Y	'figure 5, table s1 and pdb 5t5n'	2				
2141	6m87	Y	'figure 5, table s1 and pdb 6m87', 'materials and methods and pdb 6m87'	2				
2142	6otc	Y	'figure 5, table s1 and pdb 6otc'	2				
2143	6sc5	Y	'figure 5, table s1 and pdb 6sc5', 'pdb 6sc5, 6sc6, 6sc7, 6sc8, 6sc9'	2				
2144	6sc7	Y	'figure 5, table s1 and pdb 6sc7', 'pdb 6sc5, 6sc6, 6sc7, 6sc8, 6sc9'	2				
2145	6sc8	Y	'figure 5, table s1 and pdb 6sc8', 'pdb 6sc5, 6sc6, 6sc7, 6sc8, 6sc9'	2				
2146	6sc9	Y	'figure 5, table s1 and pdb 6sc9', 'pdb 6sc5, 6sc6, 6sc7, 6sc8, 6sc9'	2				
2147	7kyl	Y	'figure 5, table s1 and pdb 7kyl'	2				
2148	3tfk	Y	'figure 5, table s1, figure s4, s5 and pdb 3tfk'	1				
2149	3tpu	Y	'figure 5, table s1, figure s4, s5 and pdb 3tpu', 'figure 5, table s1, figures s4, s5 and pdb 3tpu'	2				
2150	2x4s	Y	'figure 5, table s1, s2 and pdb 2x4s'	1				
2151	3arb	Y	'figure 5, table s2 and pdb 3arb', 'figures 5, 6, s2, tables s2, s3 and pdb 3arb', 'figure 5, 6, s2, table s2, s3 and pdb 3arb'	2				
2152	3ard	Y	'figure 5, table s2 and pdb 3ard', 'figures 5, 6, s2, tables s2, s3 and pdb 3ard', 'figure 5, 6, s2, table s2, s3 and pdb 3ard'	2				
2153	3are	Y	'figure 5, table s2 and pdb 3are', 'figures 5, 6, s2, tables s2, s3 and pdb 3are', 'figure 5, 6, s2, table s2, s3 and pdb 3are'	2				
2154	3arf	Y	'figure 5, table s2 and pdb 3arf', 'figures 5, 6, s2, tables s2, s3 and pdb 3arf', 'figure 5, 6, s2, table s2, s3 and pdb 3arf'	2				
2155	3arg	Y	'figure 5, table s2 and pdb 3arg', 'figures 5, 6, s2, tables s2, s3 and pdb 3arg', 'figure 5, 6, s2, table s2, s3 and pdb 3arg'	2				
2156	3ubx	Y	'figure 5, table s2 and pdb 3ubx', 'figures 2, 3, 4, tables 1, s1 and pdb 3ubx', 'pdb 3ubx, table s2', 'figure 2, 3, 4, table 1, s1 and pdb 3ubx'	4				
2157	6gku	Y	'figure 5, table s2 and pdb 6gku'	2				
2158	6glw	Y	'figure 5, table s2 and pdb 6glw'	2				
2159	6glx	Y	'figure 5, table s2 and pdb 6glx'	2				
2160	6snc	Y	'figure 5, table s2 and pdb 6snc'	1				
2161	6u3i	Y	'figure 5, table s2 and pdb 6u3i', 'pdb 6u2f and 6u3i'	2				
2162	6n8d	Y	'figure 5, table s2, pdb 6n8d'	1				
2163	4mj5	Y	'figure 5, table s3 and pdb 4mj5'	1				
2164	4mj6	Y	'figure 5, table s3 and pdb 4mj6'	1				
2165	6npr	Y	'figure 5, table s3 and pdb 6npr'	1				
2166	7ttm	Y	'figure 5, table s3 and pdb 7ttm'	2				
2167	7ttx	Y	'figure 5, table s3 and pdb 7ttx'	2				
2168	7tty	Y	'figure 5, table s3 and pdb 7tty'	2				
2169	7x8w	Y	'figure 5, table s3 and pdb 7x8w'	2				
2170	7x8y	Y	'figure 5, table s3 and pdb 7x8y'	2				
2171	7x8z	Y	'figure 5, table s3 and pdb 7x8z'	2				
2172	7x90	Y	'figure 5, table s3 and pdb 7x90'	2				
2173	7x91	Y	'figure 5, table s3 and pdb 7x91'	2				
2174	7x92	Y	'figure 5, table s3 and pdb 7x92'	2				
2175	7ssc	Y	'figure 5, table s3, and pdb 7ssc'	1				
2176	5wwu	Y	'figure 5, table s4 and pdb 5wwu'	1				
2177	5wxd	Y	'figure 5, table s4 and pdb 5wxd'	1				
2178	6d0u	Y	'figure 5, table s4 and pdb 6d0u'	2				
2179	8dw9	Y	'figure 5, table s4 and pdb 8dw9'	2				
2180	8dwa	Y	'figure 5, table s4 and pdb 8dwa'	2				
2181	6pci	Y	'figure 5, table s4, pdb 6pci'	1				
2182	6uye	Y	'figure 5, table s4, pdb 6uye'	1				
2183	5kaq	Y	'figure 5, table s5 and pdb 5kaq'	2				
2184	6vm8	Y	'figure 5, table s5 and pdb 6vm8'	1				
2185	7eu2	Y	'figure 5, table s5 and pdb 7eu2'	1				
2186	7f4w	Y	'figure 5, table s5 and pdb 7f4w'	1				
2187	7sg5	Y	'figure 5, table s5, and pdb 7sg5'	1				
2188	7sg6	Y	'figure 5, table s5, and pdb 7sg6'	1				
2189	7kjh	Y	'figure 5, tables 1, 2 and pdb 7kjh', 'pdb 7kjh and table 2', 'figure 5, table 1, 2 and pdb 7kjh'	2				
2190	7kji	Y	'figure 5, tables 1, 2 and pdb 7kji', 'pdb 7kji and table 2', 'figure 5, table 1, 2 and pdb 7kji'	2				
2191	6i8s	Y	'figure 5, tables 2, 3 and pdb 6i8s', 'figure 5, table 2, 3 and pdb 6i8s'	2				
2192	6vbo	Y	'figure 5, tables 2, s1, s2 and pdb 6vbo', 'figure 5, table 2, s1, s2 and pdb 6vbo'	1				
2193	6vbp	Y	'figure 5, tables 2, s1, s2 and pdb 6vbp', 'figure 5, table 2, s1, s2 and pdb 6vbp'	1				
2194	6vbq	Y	'figure 5, tables 2, s1, s2 and pdb 6vbq', 'figure 5, table 2, s1, s2 and pdb 6vbq'	1				
2195	1oax	Y	'figure 5, tables 3, 4 and pdb 1oax', 'table s2 and pdb 1oax', 'figure 5, table 3, 4 and pdb 1oax'	3				
2196	7vmu	Y	'figure 5, tables s1 and s2, and pdb 7vmu', 'figure 5, table s1 and s2, and pdb 7vmu'	1				
2197	2x4q	Y	'figure 5, tables s1, s2 and pdb 2x4q'	1				
2198	6nmr	Y	'figure 5, tables s3, s4 and pdb 6nmr', 'figures 5, s5, tables s3, s4 and pdb 6nmr', 'table s3 and pdb 6nmr', 'figure 5, table s3, s4 and pdb 6nmr', 'figure 5, s5, table s3, s4 and pdb 6nmr'	3				
